cip2020_code,cip2020_title,already_offered_by_vanderbilt,pct_completions_latest_year,pct_completions_trend_pct,pct_employment_weighted_openings,pct_employment_weighted_growth_pct,pct_bls_top30_flag,n_metrics_used,score,band
51.0299,"Communication Disorders Sciences and Services, Other",f,56.1,43.5,57.2,93.8,100.0,5,64.6,Test
19.0505,Foodservice Systems Administration/Management,f,18.9,62.7,96.1,70.4,100.0,5,64.5,Test
45.0601,"Economics, General",f,78.5,8.4,84.0,29.2,100.0,5,64.4,Test
52.0808,Public Finance,f,32.9,,73.7,85.0,100.0,4,64.4,Test
26.1002,Molecular Pharmacology,f,37.7,84.7,55.8,89.7,100.0,5,64.2,Test
51.0504,Dental Public Health and Education,f,30.1,89.8,60.0,91.3,100.0,5,64.2,Test
26.1003,Neuropharmacology,f,40.2,79.0,55.8,89.7,100.0,5,64.1,Test
45.0699,"Economics, Other",f,45.7,22.7,92.4,61.6,100.0,5,64.1,Test
52.1005,Human Resources Development,f,85.6,33.7,69.1,84.4,0.0,5,64.1,Test
15.9999,"Engineering/Engineering-Related Technologies/Technicians, Other",f,75.5,83.5,,,0.0,3,64.0,Test
51.0506,Endodontics/Endodontology,f,41.0,57.5,62.3,95.6,100.0,5,64.0,Test
51.1001,Blood Bank Technology Specialist,f,24.2,89.1,63.2,96.4,100.0,5,64.0,Test
54.0104,History and Philosophy of Science and Technology,f,40.2,42.1,88.8,60.2,100.0,5,64.0,Test
52.0903,Tourism and Travel Services Management,f,47.5,12.5,93.0,65.5,100.0,5,63.9,Test
52.1402,Marketing Research,f,50.1,26.2,78.6,75.6,100.0,5,63.9,Test
42.2807,Clinical Child Psychology,f,36.4,41.1,88.1,68.3,100.0,5,63.8,Test
51.0000,"Health Services/Allied Health/Health Sciences, General",f,86.6,60.6,,,0.0,3,63.8,Test
51.0502,Advanced General Dentistry,f,36.6,88.1,54.7,88.1,100.0,5,63.8,Test
51.1007,Histologic Technology/Histotechnologist,f,25.5,84.8,63.2,96.4,100.0,5,63.8,Test
51.1199,"Health/Medical Preparatory Programs, Other",f,71.8,90.1,,,0.0,3,63.7,Test
51.2309,Therapeutic Recreation/Recreational Therapy,f,48.3,42.9,61.8,95.0,100.0,5,63.7,Test
3.0103,Environmental Studies,f,90.9,70.6,64.2,43.4,0.0,5,63.6,Test
45.0205,Forensic Anthropology,f,24.2,66.0,86.1,70.2,100.0,5,63.5,Test
51.2001,Pharmacy,f,36.6,52.1,68.0,95.4,100.0,5,63.5,Test
51.2213,Patient Safety and Healthcare Quality,f,44.3,35.9,69.5,93.0,100.0,5,63.5,Test
14.4701,Electrical and Computer Engineering,f,88.4,94.9,43.3,64.2,0.0,5,63.4,Test
26.0102,"Biomedical Sciences, General",f,96.2,85.9,33.1,77.9,0.0,5,63.4,Test
52.2001,"Construction Management, General",f,74.3,52.6,69.7,82.3,0.0,5,63.4,Test
13.1210,Early Childhood Education and Teaching,f,95.2,52.4,82.4,14.2,0.0,5,63.3,Test
42.2815,Performance and Sport Psychology,f,67.4,81.2,66.6,72.9,0.0,5,63.3,Test
51.0909,Surgical Technology/Technologist,f,39.4,78.5,55.1,88.0,100.0,5,63.3,Test
42.2702,Comparative Psychology,f,22.9,67.4,89.6,62.2,100.0,5,63.2,Test
51.9999,"Health Professions and Related Clinical Sciences, Other",f,87.5,56.9,,,0.0,3,63.2,Test
15.0701,Occupational Safety and Health Technology/Technician,f,84.7,68.2,47.6,87.1,0.0,5,63.0,Test
27.9999,"Mathematics and Statistics, Other",f,48.9,55.7,49.6,98.7,100.0,5,62.7,Test
51.2004,Medicinal and Pharmaceutical Chemistry,f,51.7,57.5,51.5,87.6,100.0,5,62.7,Test
22.0299,"Legal Research and Advanced Professional Studies, Other",f,85.8,61.4,64.7,55.0,0.0,5,62.6,Test
52.0704,Social Entrepreneurship,f,14.1,,99.2,60.9,100.0,4,62.5,Test
12.0504,"Restaurant, Culinary, and Catering Management/Manager",f,10.0,,96.3,74.5,100.0,4,62.4,Test
26.0913,Biomechanics,f,32.3,91.5,52.4,88.3,100.0,5,62.4,Test
52.1501,Real Estate,f,88.6,59.6,67.2,43.9,0.0,5,62.3,Test
26.0999,"Physiology, Pathology, and Related Sciences, Other",f,36.6,73.3,55.8,89.7,100.0,5,62.2,Test
1.8102,Comparative and Laboratory Animal Medicine,f,45.7,46.3,58.2,93.0,100.0,5,62.1,Test
14.0501,Bioengineering and Biomedical Engineering,f,95.6,72.7,41.7,66.6,0.0,5,62.1,Test
14.2701,Systems Engineering,f,93.1,46.9,51.4,77.6,0.0,5,62.0,Test
13.1101,Counselor Education/School Counseling and Guidance Services,f,98.7,37.2,66.2,45.7,0.0,5,61.9,Test
51.0803,Occupational Therapist Assistant,f,39.4,48.1,61.0,97.4,100.0,5,61.9,Test
51.2008,"Clinical, Hospital, and Managed Care Pharmacy",f,24.2,66.0,68.0,95.4,100.0,5,61.9,Test
52.0601,Business/Managerial Economics,f,41.8,7.5,86.0,82.0,100.0,5,61.8,Test
12.0503,Culinary Arts/Chef Training,f,0.0,,98.8,84.1,100.0,4,61.5,Test
45.0202,Physical and Biological Anthropology,f,25.5,40.5,93.4,64.3,100.0,5,61.4,Test
1.8110,"Veterinary Preventive Medicine, Epidemiology, and Public Health",f,36.0,62.1,57.6,92.4,100.0,5,61.3,Test
19.0203,Consumer Merchandising/Retailing Management,f,31.6,84.4,88.0,18.2,100.0,5,61.3,Test
19.0706,Child Development,f,73.3,55.9,95.6,14.4,0.0,5,61.2,Test
26.0908,Exercise Physiology and Kinesiology,f,89.5,90.3,28.5,81.8,0.0,5,61.2,Test
43.0100,"Criminal Justice and Corrections, General",f,36.6,70.5,82.3,33.2,100.0,5,61.2,Test
14.0801,"Civil Engineering, General",f,96.5,40.4,52.5,68.3,0.0,5,61.0,Test
51.2300,"Rehabilitation and Therapeutic Professions, General",f,32.3,,60.2,94.2,100.0,4,61.0,Test
3.0104,Environmental Science,f,90.1,56.0,63.0,43.6,0.0,5,60.9,Test
51.1003,Hematology Technology/Technician,f,21.5,71.2,63.2,96.4,100.0,5,60.6,Test
51.1010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist,f,26.9,,63.2,96.4,100.0,4,60.6,Test
13.1201,Adult and Continuing Education and Teaching,f,83.3,22.5,69.6,75.3,0.0,5,60.5,Test
14.0999,"Computer Engineering, Other",f,71.3,96.1,43.1,78.4,0.0,5,60.5,Test
22.0210,"International Business, Trade, and Tax Law",f,72.9,73.2,64.7,55.0,0.0,5,60.5,Test
45.0605,International Economics,f,40.2,9.1,92.4,61.6,100.0,5,60.4,Test
14.4201,"Mechatronics, Robotics, and Automation Engineering",f,88.1,98.2,39.2,49.2,0.0,5,60.3,Test
19.0401,"Family Resource Management Studies, General",f,65.4,68.9,59.7,82.8,0.0,5,60.3,Test
45.0103,Survey Research/Methodology,f,17.3,,90.8,59.0,100.0,4,60.3,Test
9.0101,Speech Communication and Rhetoric,f,92.5,40.1,55.5,65.3,0.0,5,60.2,Test
22.0208,Health Law,f,74.0,69.2,64.7,55.0,0.0,5,60.2,Test
26.0101,"Biology/Biological Sciences, General",f,95.7,47.8,74.4,13.3,0.0,5,60.2,Test
51.0510,Periodontics/Periodontology,f,40.2,34.3,62.3,95.6,100.0,5,60.2,Test
30.9999,"Multi-/Interdisciplinary Studies, Other",f,92.7,35.1,,,0.0,3,60.1,Test
44.0000,"Human Services, General",f,86.0,19.5,67.6,74.2,0.0,5,60.1,Test
1.8108,Veterinary Pathology and Pathobiology,f,31.6,62.7,57.6,92.4,100.0,5,60.0,Test
51.0509,Pediatric Dentistry/Pedodontics,f,38.4,59.2,54.7,88.1,100.0,5,60.0,Test
52.0299,"Business Administration, Management and Operations, Other",f,95.1,29.9,,,0.0,3,60.0,Test
52.0905,Restaurant/Food Services Management,f,46.3,97.8,67.7,73.6,0.0,5,59.9,Test
14.3301,Construction Engineering,f,83.1,92.6,53.2,33.3,0.0,5,59.8,Test
4.1001,Real Estate Development,f,73.5,72.9,67.2,43.9,0.0,5,59.7,Test
14.0201,"Aerospace, Aeronautical, and Astronautical/Space Engineering, General",f,93.6,65.9,37.8,69.3,0.0,5,59.7,Test
45.0204,Cultural Anthropology,f,26.9,26.9,93.4,63.6,100.0,5,59.7,Test
52.0999,"Hospitality Administration/Management, Other",f,39.9,11.1,85.5,69.1,100.0,5,59.7,Test
29.0201,"Intelligence, General",f,79.5,,,,0.0,2,59.6,Test
13.1202,Elementary Education and Teaching,f,98.3,29.7,83.7,3.0,0.0,5,59.5,Test
30.4601,History and Political Science,f,17.3,55.0,90.8,59.0,100.0,5,59.5,Test
45.1103,Rural Sociology,f,12.2,,92.3,61.6,100.0,4,59.5,Test
9.0100,"Communication, General",f,83.4,59.0,54.9,60.4,0.0,5,59.4,Test
19.0708,Child Care and Support Services Management,f,55.4,72.5,78.2,56.6,0.0,5,59.4,Test
26.1004,Toxicology,f,45.3,48.8,51.6,86.6,100.0,5,59.4,Test
40.0801,"Physics, General",f,92.4,50.6,74.9,10.5,0.0,5,59.4,Test
30.3301,Sustainability Studies,f,92.1,94.0,38.1,41.2,0.0,5,59.3,Test
40.0501,"Chemistry, General",f,93.4,46.6,74.3,13.4,0.0,5,59.3,Test
14.1901,Mechanical Engineering,f,97.9,54.7,49.0,45.7,0.0,5,59.1,Test
51.3202,Health Professions Education,f,38.4,,54.0,83.2,100.0,4,59.1,Test
11.0205,"Computer Programming, Specific Platforms",f,0.0,,89.2,89.2,100.0,4,59.0,Test
27.0599,"Statistics, Other",f,60.1,94.5,18.6,75.0,100.0,5,59.0,Test
45.1002,American Government and Politics (United States),f,54.0,20.5,84.8,28.5,100.0,5,59.0,Test
14.1001,Electrical and Electronics Engineering,f,98.1,39.4,42.4,72.4,0.0,5,58.9,Test
13.1206,"Teacher Education, Multiple Levels",f,96.1,39.3,79.2,2.1,0.0,5,58.8,Test
22.0209,International Law and Legal Studies,f,78.1,51.4,64.7,55.0,0.0,5,58.8,Test
51.0905,Nuclear Medical Technology/Technologist,f,24.2,,61.7,94.8,100.0,4,58.8,Test
52.0904,Hotel/Motel Administration/Management,f,61.5,51.1,83.5,50.8,0.0,5,58.8,Test
22.0220,Human Resources Law,f,56.1,94.4,64.7,55.0,0.0,5,58.7,Test
14.1099,"Electrical, Electronics, and Communications Engineering, Other",f,71.7,90.0,42.4,72.4,0.0,5,58.6,Test
22.0211,Tax Law/Taxation,f,83.2,40.1,64.7,55.0,0.0,5,58.6,Test
22.9999,"Legal Professions and Studies, Other",f,89.2,36.6,,,0.0,3,58.6,Test
14.0101,"Engineering, General",t,95.8,67.3,39.2,49.2,0.0,5,58.0,
31.0399,"Parks, Recreation, and Leisure Facilities Management, Other",f,0.0,,100.0,61.9,100.0,4,58.0,Test
1.0901,"Animal Sciences, General",f,79.8,52.4,81.1,11.9,0.0,5,57.9,Test
13.1401,Teaching English as a Second or Foreign Language/ESL Language Instructor,t,94.1,37.4,79.2,2.1,0.0,5,57.9,
30.0101,Biological and Physical Sciences,f,81.8,62.2,73.4,13.4,0.0,5,57.9,Test
1.0308,Agroecology and Sustainable Agriculture,f,60.5,90.7,80.7,12.2,0.0,5,57.8,Test
13.1205,Secondary Education and Teaching,f,97.2,28.4,77.8,6.2,0.0,5,57.7,Test
39.9999,"Theology and Religious Vocations, Other",f,82.2,47.0,,,0.0,3,57.7,Test
31.0601,Outdoor Education,f,49.6,75.8,71.2,66.6,0.0,5,57.6,Test
51.2209,Maternal and Child Health,f,46.9,18.8,57.0,90.4,100.0,5,57.6,Test
51.3602,Yoga Teacher Training/Yoga Therapy,f,40.2,,80.1,85.8,0.0,4,57.6,Test
15.1599,"Engineering-Related Fields, Other",f,56.4,97.6,,,0.0,3,57.4,Test
52.1299,"Management Information Systems and Services, Other",f,36.6,9.8,70.9,91.5,100.0,5,57.4,Test
13.1314,Physical Education Teaching and Coaching,f,91.6,31.6,74.6,18.0,0.0,5,57.3,Test
1.8106,Veterinary Infectious Diseases,f,32.3,42.4,57.6,92.4,100.0,5,57.2,Test
14.9999,"Engineering, Other",f,92.3,69.4,39.2,49.2,0.0,5,57.2,Test
22.0205,"Banking, Corporate, Finance, and Securities Law",f,72.6,51.4,64.7,55.0,0.0,5,57.2,Test
13.1199,"Student Counseling and Personnel Services, Other",f,74.4,56.2,64.0,47.4,0.0,5,57.1,Test
23.0101,"English Language and Literature, General",f,95.4,29.1,77.3,5.9,0.0,5,57.1,Test
14.0701,Chemical Engineering,f,91.2,50.7,41.7,63.6,0.0,5,57.0,Test
26.0401,Cell/Cellular Biology and Histology,f,42.5,38.7,51.6,86.6,100.0,5,57.0,Test
51.0511,Prosthodontics/Prosthodontology,f,32.9,24.9,63.1,96.3,100.0,5,57.0,Test
13.1213,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods",f,75.1,68.9,79.2,2.1,0.0,5,56.9,Test
44.0702,Youth Services/Administration,f,49.3,89.7,64.4,62.2,0.0,5,56.9,Test
52.0804,Financial Planning and Services,f,70.8,35.9,64.5,72.9,0.0,5,56.9,Test
52.9999,"Business, Management, Marketing, and Related Support Services, Other",f,87.4,34.0,,,0.0,3,56.9,Test
3.0204,Environmental/Natural Resource Economics,f,22.9,20.7,91.6,62.2,100.0,5,56.8,Test
13.0607,Learning Sciences,f,87.3,98.7,33.4,38.3,0.0,5,56.8,Test
1.9999,"Agricultural/Animal/Plant/Veterinary Science and Related Fields, Other",f,61.2,85.6,,,0.0,3,56.7,Test
13.1102,College Student Counseling and Personnel Services,f,85.2,32.3,64.0,47.4,0.0,5,56.7,Test
50.0901,"Music, General",f,91.2,36.5,74.7,9.3,0.0,5,56.6,Test
14.0899,"Civil Engineering, Other",f,58.2,87.0,52.5,68.3,0.0,5,56.5,Test
19.0905,Apparel and Textile Marketing Management,f,30.1,15.7,79.1,76.0,100.0,5,56.5,Test
51.1505,Marriage and Family Therapy/Counseling,f,95.9,64.9,18.4,82.7,0.0,5,56.4,Test
52.1909,Special Products Marketing Operations,f,28.4,48.5,94.6,14.6,100.0,5,56.4,Test
14.3601,Manufacturing Engineering,f,75.8,47.1,54.6,67.6,0.0,5,56.3,Test
51.1004,Clinical/Medical Laboratory Technician,f,14.1,,63.2,96.4,100.0,4,56.1,Test
1.1103,Horticultural Science,f,66.2,66.3,82.5,9.9,0.0,5,56.0,Test
11.0801,"Web Page, Digital/Multimedia and Information Resources Design",f,80.7,75.3,47.2,41.4,0.0,5,55.9,Test
13.0301,Curriculum and Instruction,f,99.5,46.5,50.8,25.4,0.0,5,55.9,Test
15.1503,Packaging Science,f,54.7,80.7,53.1,76.1,0.0,5,55.9,Test
50.0499,"Design and Applied Arts, Other",f,75.7,52.9,,,0.0,3,55.7,Test
51.1102,Pre-Medicine/Pre-Medical Studies,f,63.7,77.0,,,0.0,3,55.7,Test
51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,f,25.5,40.5,59.2,94.0,100.0,5,55.6,Test
30.5202,Digital Humanities,f,12.2,,85.8,51.8,100.0,4,55.5,Test
51.0904,Emergency Medical Technology/Technician (EMT Paramedic),f,28.4,55.7,53.0,84.7,100.0,5,55.5,Test
19.0709,Child Care Provider/Assistant,f,39.4,95.0,97.1,1.4,0.0,5,55.4,Test
39.0602,Divinity/Ministry,t,97.0,42.2,56.6,19.7,0.0,5,55.4,
42.2705,Personality Psychology,f,15.9,28.6,89.6,62.2,100.0,5,55.3,Test
51.0707,Health Information/Medical Records Technology/Technician,f,38.4,,43.8,81.9,100.0,4,55.2,Test
52.1902,Fashion Merchandising,f,36.6,88.1,95.1,16.3,0.0,5,55.2,Test
9.0904,Political Communication,f,53.7,85.0,54.1,66.8,0.0,5,55.1,Test
13.1315,Reading Teacher Education,f,96.9,26.0,71.8,3.8,0.0,5,55.1,Test
19.0799,"Human Development, Family Studies, and Related Services, Other",f,61.5,79.2,,,0.0,3,55.1,Test
43.0199,"Corrections and Criminal Justice, Other",f,80.4,77.3,64.3,0.8,0.0,5,55.1,Test
51.2314,Rehabilitation Science,f,40.2,13.0,59.6,88.2,100.0,5,55.1,Test
51.3102,Clinical Nutrition/Nutritionist,f,84.4,90.4,18.2,72.0,0.0,5,55.1,Test
52.0907,Meeting and Event Planning,f,51.5,99.4,48.5,68.1,0.0,5,55.1,Test
9.0902,Public Relations/Image Management,f,78.4,34.5,54.1,66.8,0.0,5,54.9,Test
13.1311,Mathematics Teacher Education,f,91.4,35.9,71.8,3.8,0.0,5,54.9,Test
26.0806,Human/Medical Genetics,f,72.3,79.5,29.9,81.8,0.0,5,54.9,Test
52.0209,Transportation/Mobility Management,f,57.8,74.3,51.2,73.9,0.0,5,54.9,Test
52.0207,Customer Service Management,f,31.6,93.8,95.7,16.8,0.0,5,54.8,Test
13.0406,Higher Education/Higher Education Administration,f,94.6,55.6,44.9,30.2,0.0,5,54.7,Test
13.1328,History Teacher Education,f,71.0,75.0,71.8,3.8,0.0,5,54.7,Test
39.0601,Theology/Theological Studies,f,95.7,40.3,56.6,19.7,0.0,5,54.7,Test
26.0901,"Physiology, General",f,82.2,58.4,30.1,81.0,0.0,5,54.6,Test
1.1102,Agronomy and Crop Science,f,69.8,49.5,80.9,12.3,0.0,5,54.5,Test
1.8107,Veterinary Microbiology and Immunobiology,f,15.9,57.5,57.6,92.4,100.0,5,54.5,Test
13.1305,English/Language Arts Teacher Education,f,87.8,40.2,71.8,3.8,0.0,5,54.5,Test
13.1312,Music Teacher Education,f,88.5,37.9,71.3,5.5,0.0,5,54.5,Test
26.1501,Neuroscience,f,79.2,81.4,29.0,65.8,0.0,5,54.5,Test
51.0799,"Health and Medical Administrative Services, Other",f,81.2,61.9,46.8,45.7,0.0,5,54.5,Test
51.0507,Oral/Maxillofacial Surgery,f,10.0,,62.8,96.1,100.0,4,54.4,Test
31.0507,Physical Fitness Technician,f,30.1,57.5,78.8,85.7,0.0,5,54.2,Test
9.0906,Sports Communication,f,54.5,87.5,59.3,45.5,0.0,5,54.1,Test
43.0107,Criminal Justice/Police Science,f,59.0,63.6,69.4,40.0,0.0,5,54.1,Test
14.1401,Environmental/Environmental Health Engineering,f,85.0,46.4,39.2,65.3,0.0,5,54.0,Test
43.0406,Forensic Science and Technology,f,86.4,58.8,29.4,69.2,0.0,5,53.9,Test
51.2308,Physical Therapy/Therapist,f,41.8,7.4,55.4,90.4,100.0,5,53.8,Test
52.1002,Labor and Industrial Relations,f,79.6,25.2,61.4,51.7,0.0,5,53.8,Test
51.1506,Clinical Pastoral Counseling/Patient Counseling,f,65.7,82.6,50.5,43.0,0.0,5,53.7,Test
51.3804,Nurse Anesthetist,f,76.9,9.9,19.2,88.9,100.0,5,53.7,Test
26.1099,"Pharmacology and Toxicology, Other",f,17.3,,55.8,89.7,100.0,4,53.4,Test
9.0999,"Public Relations, Advertising, and Applied Communication, Other",f,70.8,53.6,,,0.0,3,53.2,Test
22.0207,"Energy, Environment, and Natural Resources Law",f,59.6,50.3,64.7,55.0,0.0,5,53.1,Test
26.0406,Cell/Cellular and Molecular Biology,f,74.3,63.7,34.2,73.3,0.0,5,53.1,Test
50.0601,Film/Cinema/Media Studies,f,82.6,63.5,39.1,47.1,0.0,5,53.1,Test
1.0101,"Agricultural Business and Management, General",f,56.7,65.1,81.9,11.3,0.0,5,53.0,Test
15.1202,Computer/Computer Systems Technology/Technician,f,54.0,95.6,38.4,73.1,0.0,5,53.0,Test
23.1302,Creative Writing,f,94.9,43.3,44.1,31.8,0.0,5,53.0,Test
39.0705,Lay Ministry,f,74.7,88.6,44.6,26.2,0.0,5,53.0,Test
9.0199,"Communication and Media Studies, Other",f,80.3,33.3,,,0.0,3,52.9,Test
26.0508,Microbiology and Immunology,f,62.0,87.2,34.2,73.3,0.0,5,52.9,Test
39.0699,"Theological and Ministerial Studies, Other",f,85.3,58.3,52.1,19.5,0.0,5,52.9,Test
51.3101,Dietetics/Dietitian,f,87.7,76.2,16.8,67.6,0.0,5,52.9,Test
14.1801,Materials Engineering,f,89.0,61.6,47.1,17.2,0.0,5,52.7,Test
51.1504,Community Health Services/Liaison/Counseling,f,76.5,62.4,28.8,78.6,0.0,5,52.7,Test
45.1301,Sociology and Anthropology,f,12.2,9.6,93.2,63.6,100.0,5,52.6,Test
50.0602,Cinematography and Film/Video Production,f,87.9,54.4,36.3,47.8,0.0,5,52.6,Test
13.0401,"Educational Leadership and Administration, General",t,99.4,39.1,49.1,13.7,0.0,5,52.5,
44.0201,Community Organization and Advocacy,f,80.0,34.4,48.7,58.0,0.0,5,52.5,Test
50.0701,"Art/Art Studies, General",f,81.5,27.6,73.5,11.8,0.0,5,52.4,Test
40.1001,Materials Science,f,71.5,59.4,43.2,60.0,0.0,5,52.3,Test
9.0907,International and Intercultural Communication,f,55.7,71.2,56.9,51.3,0.0,5,52.2,Test
13.1307,Health Teacher Education,f,80.5,39.8,71.8,3.8,0.0,5,52.2,Test
19.0711,Early Childhood and Family Studies,f,30.9,90.4,96.4,3.0,0.0,5,52.2,Test
26.1401,Molecular Medicine,f,56.7,95.9,31.0,76.4,0.0,5,52.2,Test
26.9999,"Biological and Biomedical Sciences, Other",f,91.9,71.0,20.3,52.8,0.0,5,52.2,Test
26.1201,Biotechnology,f,92.9,68.1,20.3,52.8,0.0,5,52.1,Test
29.0202,Strategic Intelligence,f,54.1,82.7,,,0.0,3,52.1,Test
22.0000,Legal Studies,t,76.5,43.6,67.4,15.4,0.0,5,52.0,
26.1302,Marine Biology and Biological Oceanography,f,76.1,70.2,29.0,65.8,0.0,5,51.9,Test
39.0201,Bible/Biblical Studies,f,84.6,60.9,42.8,30.2,0.0,5,51.9,Test
16.0905,Spanish Language and Literature,f,82.3,24.5,75.0,6.2,0.0,5,51.8,Test
26.0202,Biochemistry,f,74.9,53.9,34.2,73.3,0.0,5,51.8,Test
46.0412,Building/Construction Site Management/Manager,f,0.0,,78.4,70.3,100.0,4,51.8,Test
1.1101,"Plant Sciences, General",f,56.4,57.5,80.9,12.3,0.0,5,51.7,Test
13.1207,Montessori Teacher Education,f,68.2,47.4,79.2,2.1,0.0,5,51.6,Test
15.1502,Engineering Design,f,63.9,88.8,39.2,49.2,0.0,5,51.6,Test
51.0001,"Health and Wellness, General",f,78.2,,28.8,78.6,0.0,4,51.6,Test
51.3199,"Dietetics and Clinical Nutrition Services, Other",f,70.1,95.2,18.2,72.0,0.0,5,51.6,Test
13.0201,Bilingual and Multilingual Education,f,79.7,23.2,79.2,2.1,0.0,5,51.5,Test
31.0505,Exercise Science and Kinesiology,f,93.9,59.5,6.5,83.3,0.0,5,51.5,Test
43.0114,Law Enforcement Investigation and Interviewing,f,56.7,,69.7,39.1,0.0,4,51.5,Test
51.0705,Medical Office Management/Administration,f,21.5,92.9,96.5,14.3,0.0,5,51.5,Test
3.0199,"Natural Resources Conservation and Research, Other",f,56.7,74.7,,,0.0,3,51.3,Test
11.0105,Human-Centered Technology Design,f,72.5,,33.9,77.8,0.0,4,51.3,Test
54.0103,European History,f,10.0,9.6,92.8,60.4,100.0,5,51.3,Test
13.1316,Science Teacher Education/General Science Teacher Education,f,82.6,28.8,71.8,3.8,0.0,5,51.2,Test
44.0799,"Social Work, Other",f,53.2,39.2,62.1,71.1,0.0,5,51.1,Test
51.3819,Palliative Care Nursing,f,0.0,0.0,97.3,79.4,100.0,5,51.1,Test
52.0810,Financial Risk Management,f,0.0,0.0,99.5,74.7,100.0,5,51.1,Test
1.0903,Animal Health,f,39.4,86.0,82.9,9.6,0.0,5,51.0,Test
13.0404,"Educational, Instructional, and Curriculum Supervision",f,89.0,49.9,49.1,13.7,0.0,5,51.0,Test
13.1203,Junior High/Intermediate/Middle School Education and Teaching,f,82.7,27.1,71.8,3.8,0.0,5,51.0,Test
13.1302,Art Teacher Education,f,83.5,25.0,71.3,5.5,0.0,5,51.0,Test
13.1322,Biology Teacher Education,f,75.0,42.8,71.8,3.8,0.0,5,51.0,Test
30.1601,Accounting and Computer Science,f,0.0,0.0,94.3,84.8,100.0,5,51.0,Test
4.0301,"City/Urban, Community, and Regional Planning",f,90.8,24.7,42.5,47.7,0.0,5,50.9,Test
26.1006,Environmental Toxicology,f,29.2,18.5,53.4,89.0,100.0,5,50.9,Test
43.0104,Criminal Justice/Safety Studies,f,94.7,48.6,35.3,30.8,0.0,5,50.9,Test
13.1318,Social Studies Teacher Education,f,80.2,27.1,74.1,3.2,0.0,5,50.8,Test
19.0504,Human Nutrition,f,81.1,68.4,18.0,71.8,0.0,5,50.8,Test
50.0903,"Music Performance, General",f,93.1,40.0,46.0,20.4,0.0,5,50.8,Test
51.0601,Dental Assisting/Assistant,f,0.0,,68.4,84.5,100.0,4,50.8,Test
52.0799,"Entrepreneurial and Small Business Operations, Other",f,58.2,69.9,,,0.0,3,50.8,Test
44.0599,"Public Policy Analysis, Other",f,44.3,97.3,,,0.0,3,50.7,Test
9.0102,Mass Communication/Media Studies,f,88.9,44.1,37.1,41.0,0.0,5,50.6,Test
22.0212,Intellectual Property Law,f,57.8,37.5,64.7,55.0,0.0,5,50.6,Test
51.0512,Digital Dentistry,f,0.0,,62.3,95.6,100.0,4,50.6,Test
51.1402,Clinical and Translational Science,f,43.4,96.5,35.4,82.3,0.0,5,50.5,Test
30.1401,Museology/Museum Studies,f,81.0,50.7,42.7,38.2,0.0,5,50.4,Test
39.0701,Pastoral Studies/Counseling,f,82.9,35.0,51.0,33.1,0.0,5,50.4,Test
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management",f,73.3,23.0,50.3,66.1,0.0,5,50.4,Test
14.2301,Nuclear Engineering,f,74.4,42.0,42.8,58.9,0.0,5,50.3,Test
50.0504,Playwriting and Screenwriting,f,74.1,65.8,40.7,39.9,0.0,5,50.3,Test
51.2311,Kinesiotherapy/Kinesiotherapist,f,39.9,82.5,43.9,84.3,0.0,5,50.2,Test
9.0909,Communication Management and Strategic Communications,f,75.8,85.3,14.8,67.5,0.0,5,50.1,Test
11.0204,Computer Game Programming,f,0.0,0.0,89.2,89.2,100.0,5,50.1,Test
13.1019,Education/Teaching of Individuals in Secondary Special Education Programs,f,83.0,83.7,35.1,14.0,0.0,5,50.1,Test
13.1334,School Librarian/School Library Media Specialist,f,74.2,67.2,45.6,27.0,0.0,5,50.1,Test
14.0804,Transportation and Highway Engineering,f,53.4,53.6,52.5,68.3,0.0,5,50.1,Test
51.3201,Bioethics/Medical Ethics,f,79.2,69.8,36.0,33.5,0.0,5,50.1,Test
14.1301,Engineering Science,f,76.9,51.9,39.2,49.2,0.0,5,50.0,Test
43.0402,Criminalistics and Criminal Science,f,49.3,57.1,69.0,39.7,0.0,5,50.0,Test
14.0803,Structural Engineering,f,63.5,32.2,52.5,68.3,0.0,5,49.9,Test
26.0204,Molecular Biology,f,70.3,50.2,34.2,73.3,0.0,5,49.9,Test
27.0303,Computational Mathematics,f,22.9,15.3,52.1,99.9,100.0,5,49.8,Test
16.1299,"Classics and Classical Languages, Literatures, and Linguistics, Other",f,45.7,84.0,75.0,6.2,0.0,5,49.7,Test
51.2317,Play Therapy/Therapist,f,0.0,,60.2,94.2,100.0,4,49.6,Test
52.0806,International Finance,f,12.2,7.1,73.7,85.0,100.0,5,49.6,Test
1.8104,Small/Companion Animal Surgery and Medicine,f,14.1,25.5,58.2,93.0,100.0,5,49.5,Test
13.1323,Chemistry Teacher Education,f,60.5,61.7,71.8,3.8,0.0,5,49.5,Test
13.1337,Earth Science Teacher Education,f,57.2,68.0,71.8,3.8,0.0,5,49.5,Test
50.0912,Music Pedagogy,f,64.2,82.3,47.6,24.2,0.0,5,49.5,Test
14.4501,Biological/Biosystems Engineering,f,54.7,92.5,39.2,49.2,0.0,5,49.4,Test
39.0799,"Pastoral Counseling and Specialized Ministries, Other",f,69.5,61.0,45.0,39.2,0.0,5,49.4,Test
