cip2020_code,cip2020_title,latest_year,completions_latest_year,trend_earliest_year,completions_trend_pct,matched_soc_codes,n_socs_used,employment_weighted_openings,employment_weighted_growth_pct,in_bls_top30_flag,already_offered_by_vanderbilt
44.0701,Social Work,2024,34458.0,2012,54.2,"21-1021, 11-9151, 21-1022",3,26.67,5.23,f,f
44.0702,Youth Services/Administration,2024,63.0,2012,425.0,"21-1021, 11-9151",2,29.25,4.46,f,f
44.0799,"Social Work, Other",2024,81.0,2012,-12.0,"21-1021, 11-9151, 21-1022",3,26.67,5.23,f,f
44.9999,"Public Administration and Social Service Professions, Other",2024,155.0,2012,-87.1,,0,,,f,f
45.0101,"Social Sciences, General",2024,400.0,2012,-33.6,"11-9199, 25-2031, 19-3099",3,87.04,1.69,t,f
45.0102,Research Methodology and Quantitative Methods,2024,1549.0,2012,30880.0,"11-9199, 19-3099, 15-2041",3,101.30,4.41,t,f
45.0103,Survey Research/Methodology,2024,5.0,2024,,"11-9199, 19-3099, 19-4061",3,100.80,4.32,t,f
45.0201,"Anthropology, General",2024,912.0,2012,-23.0,"11-9199, 19-3091, 25-1061",3,105.50,4.49,t,f
45.0202,Physical and Biological Anthropology,2024,11.0,2012,-8.3,"11-9199, 19-3091, 25-1061",3,105.50,4.49,t,f
45.0203,Medical Anthropology,2024,21.0,2018,200.0,"11-9199, 19-3091, 25-1061",3,105.50,4.49,t,f
45.0204,Cultural Anthropology,2024,12.0,2014,-36.8,"11-9199, 25-1062, 19-3091",3,104.88,4.47,t,f
45.0205,Forensic Anthropology,2024,10.0,2022,66.7,"11-9199, 19-1042, 19-4092",3,94.72,5.07,t,f
45.0299,"Anthropology, Other",2024,43.0,2012,19.4,"11-9199, 19-3091, 25-1061",3,105.50,4.49,t,f
45.0301,Archeology,2024,51.0,2012,10.9,"11-9199, 19-3091, 25-1061",3,105.50,4.49,t,f
45.0401,Criminology,2024,792.0,2012,6.6,"11-9199, 19-4099, 19-3039",3,97.41,4.44,t,f
45.0501,Demography and Population Studies,2024,80.0,2012,-20.0,"11-9199, 19-3099, 25-1067",3,102.49,4.29,t,f
45.0502,Applied Demography,2024,0.0,2021,-100.0,"11-9199, 19-3099, 25-1067",3,102.49,4.29,t,f
45.0601,"Economics, General",2024,400.0,2012,-86.2,"11-9199, 25-2031, 19-4061",3,87.08,1.79,t,f
45.0602,Applied Economics,2024,123.0,2012,-53.4,"11-9199, 13-1161, 19-4061",3,96.99,5.39,t,f
45.0603,Econometrics and Quantitative Economics,2024,4198.0,2012,11245.9,"11-9199, 15-2051, 19-4061",3,91.51,8.90,t,f
45.0604,Development Economics and International Development,2024,164.0,2012,-58.8,"11-9199, 19-4061, 19-3011",3,102.40,4.46,t,f
45.0605,International Economics,2024,35.0,2012,-83.6,"11-9199, 19-3011, 25-1063",3,104.12,4.43,t,f
45.0699,"Economics, Other",2024,49.0,2012,-46.7,"11-9199, 19-3011, 25-1063",3,104.12,4.43,t,f
45.0701,Geography,2024,349.0,2012,-62.4,"11-9199, 17-3031, 25-1064",3,102.18,4.50,t,f
45.0702,Geographic Information Science and Cartography,2024,694.0,2012,292.1,"11-9199, 17-3031, 17-1021",3,101.51,4.52,t,f
45.0799,"Geography, Other",2024,64.0,2012,220.0,"11-9199, 25-1064, 19-3092",3,106.26,4.49,t,f
45.0901,International Relations and Affairs,2024,3988.0,2012,-13.0,"11-9199, 25-1065, 19-3094",3,104.51,4.42,t,f
45.0902,National Security Policy Studies,2024,466.0,2012,40.8,"11-9199, 25-1065, 19-3094",3,104.51,4.42,t,f
45.0999,"International Relations and National Security Studies, Other",2024,354.0,2012,567.9,"11-9199, 25-1065, 19-3094",3,104.51,4.42,t,f
45.1001,"Political Science and Government, General",2024,1659.0,2012,-25.6,"11-9199, 25-2031, 19-4061",3,87.08,1.79,t,f
45.1002,American Government and Politics (United States),2024,84.0,2012,-50.9,"11-9199, 25-2031, 25-1065",3,87.67,1.75,t,f
45.1004,Political Economy,2024,8.0,2013,700.0,"11-9199, 19-4061, 25-1065",3,102.11,4.46,t,f
45.1099,"Political Science and Government, Other",2024,113.0,2012,1.8,"11-9199, 25-2031, 25-1065",3,87.67,1.75,t,f
45.1101,"Sociology, General",2024,1199.0,2012,-29.5,"11-9199, 19-4061, 25-1067",3,102.56,4.47,t,f
45.1102,Applied/Public Sociology,2024,24.0,2020,500.0,"11-9199, 19-4061, 25-1067",3,102.56,4.47,t,f
45.1103,Rural Sociology,2024,2.0,2024,,"11-9199, 25-1069, 25-1067",3,103.92,4.43,t,f
45.1201,Urban Studies/Affairs,2024,315.0,2012,-34.2,"11-9199, 19-3051, 25-1069",3,101.84,4.42,t,f
45.1301,Sociology and Anthropology,2024,2.0,2012,-80.0,"11-9199, 25-1067, 19-3091",3,104.82,4.47,t,f
45.9999,"Social Sciences, Other",2024,280.0,2012,-42.7,"11-9199, 19-3099, 25-1069",3,102.11,4.28,t,f
46.0401,Building/Property Maintenance,2024,0.0,2012,-100.0,"49-9071, 47-1011, 37-1011",3,119.77,4.17,t,f
46.0412,Building/Construction Site Management/Manager,2013,0.0,2012,,"47-1011, 11-3013, 49-9095",3,65.58,5.09,t,f
46.9999,"Construction Trades, Other",2024,0.0,2024,,,0,,,f,f
47.0604,Automobile/Automotive Mechanics Technology/Technician,2024,0.0,2022,,"49-3023, 49-2096, 49-2093",3,68.54,3.99,f,f
47.0608,Aircraft Powerplant Technology/Technician,2024,23.0,2017,,"49-3011, 51-2011",2,9.65,0.41,f,f
47.0699,"Vehicle Maintenance and Repair Technologies/Technicians, Other",2024,0.0,2022,,,0,,,f,f
47.0701,Energy Systems Installation and Repair Technology/Technician,2022,0.0,2021,-100.0,"49-1011, 49-9041, 49-9099",3,44.75,7.45,t,f
48.0702,Furniture Design and Manufacturing,2024,11.0,2012,0.0,"51-7021, 51-7099",2,1.91,-3.81,f,f
49.0101,"Aeronautics/Aviation/Aerospace Science and Technology, General",2024,707.0,2012,374.5,11-3071,1,18.50,6.10,f,f
49.0102,Airline/Commercial/Professional Pilot and Flight Crew,2015,0.0,2012,-100.0,"53-2011, 53-2012",2,9.88,4.33,f,f
49.0104,Aviation/Airway Management and Operations,2024,110.0,2012,-51.5,11-3071,1,18.50,6.10,f,f
49.0199,"Air Transportation, Other",2024,0.0,2012,-100.0,,0,,,f,f
49.9999,"Transportation and Materials Moving, Other",2024,0.0,2012,,,0,,,f,f
50.0101,"Visual and Performing Arts, General",2024,92.0,2012,-37.8,"27-4021, 25-1121, 27-1013",3,10.26,1.49,f,f
50.0102,Digital Arts,2024,114.0,2012,10.7,"27-1024, 27-4021, 27-1011",3,16.12,2.53,f,f
50.0201,"Crafts/Craft Design, Folk Art and Artisanry",2024,0.0,2012,-100.0,"25-1121, 27-1019, 27-1012",3,7.64,1.65,f,f
50.0301,"Dance, General",2024,202.0,2012,-14.8,"25-1121, 27-2031, 27-2032",3,8.09,2.09,f,f
50.0302,Ballet,2024,2.0,2012,-50.0,"25-1121, 27-2031, 27-2032",3,8.09,2.09,f,f
50.0399,"Dance, Other",2024,7.0,2012,250.0,"25-1121, 27-2031, 27-2032",3,8.09,2.09,f,f
50.0401,"Design and Visual Communications, General",2024,396.0,2012,-22.4,"27-1024, 15-1255, 25-1121",3,14.68,3.23,f,f
50.0402,Commercial and Advertising Art,2024,16.0,2012,-86.1,"27-1024, 27-1021, 27-1019",3,17.43,2.15,f,f
50.0404,Industrial and Product Design,2024,95.0,2012,-46.9,"27-1024, 25-1121, 27-1021",3,15.50,2.06,f,f
50.0406,Commercial Photography,2024,6.0,2012,-50.0,"27-4021, 25-1121",2,11.04,1.76,f,f
50.0407,Fashion/Apparel Design,2024,96.0,2012,-51.0,"25-1121, 27-1022",2,7.84,1.75,f,f
50.0408,Interior Design,2024,225.0,2012,-49.9,"27-1025, 25-1031",2,6.99,3.06,f,f
50.0409,Graphic Design,2024,169.0,2012,-34.0,"27-1024, 27-1011, 15-1255",3,15.39,3.83,f,f
50.0410,Illustration,2024,291.0,2012,117.2,"25-1121, 27-1027, 27-1029",3,6.82,1.85,f,f
50.0411,Game and Interactive Media Design,2024,50.0,2012,-58.7,"25-1199, 27-1014",2,11.48,1.75,f,f
50.0499,"Design and Applied Arts, Other",2024,339.0,2012,19.4,,0,,,f,f
50.0501,"Drama and Dramatics/Theatre Arts, General",2024,820.0,2012,-32.3,"27-2012, 25-1121, 27-2011",3,10.39,3.01,f,f
50.0502,Technical Theatre/Theatre Design and Technology,2024,150.0,2012,5.6,"25-1121, 27-1027",2,7.68,1.82,f,f
50.0504,Playwriting and Screenwriting,2024,304.0,2012,65.2,"27-3043, 25-1121",2,11.31,2.70,f,f
50.0505,"Theatre Literature, History and Criticism",2024,5.0,2012,-37.5,25-1121,1,9.00,1.70,f,f
50.0506,Acting,2024,151.0,2012,-26.7,"25-1121, 27-2011",2,8.14,1.26,f,f
50.0507,Directing and Theatrical Production,2024,63.0,2012,-24.1,"27-2012, 25-1121, 27-2011",3,10.39,3.01,f,f
50.0509,Musical Theatre,2024,7.0,2016,-46.2,"27-2042, 27-2012, 25-1121",3,14.22,2.64,f,f
50.0510,Costume Design,2024,11.0,2012,266.7,"25-1121, 27-1022",2,7.84,1.75,f,f
50.0599,"Dramatic/Theatre Arts and Stagecraft, Other",2024,61.0,2012,38.6,"27-2012, 25-1121, 27-2011",3,10.39,3.01,f,f
50.0601,Film/Cinema/Media Studies,2024,586.0,2012,53.4,"27-2012, 25-1121",2,11.19,3.54,f,f
50.0602,Cinematography and Film/Video Production,2024,999.0,2012,22.9,"27-2012, 25-1121, 27-4032",3,10.20,3.60,f,f
50.0605,Photography,2024,188.0,2012,-25.7,"27-4021, 25-1121",2,11.04,1.76,f,f
50.0607,Documentary Production,2024,36.0,2012,260.0,"27-2012, 25-1121, 27-4032",3,10.20,3.60,f,f
50.0699,"Film/Video and Photographic Arts, Other",2024,22.0,2012,-76.1,25-1121,1,9.00,1.70,f,f
50.0701,"Art/Art Studies, General",2024,525.0,2012,-35.2,"25-2031, 27-4021, 25-1121",3,55.16,-0.93,f,f
50.0702,"Fine/Studio Arts, General",2024,1195.0,2012,-15.5,"25-1121, 27-1013, 27-1019",3,7.23,1.15,f,f
50.0703,"Art History, Criticism and Conservation",2024,768.0,2012,-15.0,"25-1121, 25-4013, 25-4012",3,7.57,2.60,f,f
50.0705,Drawing,2024,10.0,2012,-67.7,"25-1121, 27-1014, 27-1013",3,7.02,1.30,f,f
50.0706,Intermedia/Multimedia,2024,26.0,2012,-25.7,"27-1011, 25-1121, 27-1014",3,9.69,2.75,f,f
50.0708,Painting,2024,130.0,2012,-44.0,"25-1121, 27-1014, 27-1013",3,7.02,1.30,f,f
50.0709,Sculpture,2024,55.0,2012,-21.4,"25-1121, 27-1013, 27-1012",3,7.30,1.25,f,f
50.0710,Printmaking,2024,42.0,2012,-25.0,"25-1121, 27-1013, 27-1012",3,7.30,1.25,f,f
50.0711,Ceramic Arts and Ceramics,2024,36.0,2012,-30.8,"25-1121, 27-1013, 27-1012",3,7.30,1.25,f,f
50.0712,"Fiber, Textile and Weaving Arts",2024,17.0,2012,-63.8,"25-1121, 27-1012",2,8.31,1.73,f,f
50.0713,Jewelry Arts,2024,12.0,2012,-64.7,"25-1121, 51-9071, 27-1012",3,7.42,0.24,f,f
50.0714,Metal Arts,2024,7.0,2020,,"25-1121, 51-9071, 27-1012",3,7.42,0.24,f,f
50.0799,"Fine Arts and Art Studies, Other",2024,154.0,2012,-51.7,"25-1121, 27-1013, 27-1019",3,7.23,1.15,f,f
50.0901,"Music, General",2024,1579.0,2012,-17.4,"25-2031, 27-2042",2,59.91,-1.24,f,f
50.0902,"Music History, Literature, and Theory",2024,38.0,2012,-17.4,25-1121,1,9.00,1.70,f,f
50.0903,"Music Performance, General",2024,2115.0,2012,-9.8,"27-2042, 25-1121, 27-2041",3,13.54,1.12,f,f
50.0904,Music Theory and Composition,2024,298.0,2012,9.2,"25-1121, 27-2041",2,7.69,1.14,f,f
50.0905,Musicology and Ethnomusicology,2024,53.0,2012,-13.1,"25-1121, 27-2041",2,7.69,1.14,f,f
50.0906,Conducting,2024,107.0,2012,-7.0,"25-1121, 27-2041",2,7.69,1.14,f,f
50.0907,Keyboard Instruments,2024,250.0,2012,64.5,"27-2042, 25-1121",2,15.04,1.35,f,f
50.0908,Voice and Opera,2024,293.0,2012,40.2,"27-2042, 25-1121, 27-2041",3,13.54,1.12,f,f
50.0910,Jazz/Jazz Studies,2024,154.0,2012,1.3,"27-2042, 25-1121",2,15.04,1.35,f,f
50.0911,Stringed Instruments,2024,273.0,2012,40.7,"27-2042, 25-1121",2,15.04,1.35,f,f
50.0912,Music Pedagogy,2024,151.0,2012,202.0,"27-2042, 25-1121",2,15.04,1.35,f,f
50.0913,Music Technology,2024,137.0,2012,705.9,"25-1121, 27-2041, 27-4014",3,7.11,0.89,f,f
50.0914,Brass Instruments,2024,47.0,2012,88.0,"27-2042, 25-1121",2,15.04,1.35,f,f
50.0915,Woodwind Instruments,2024,88.0,2012,83.3,"27-2042, 25-1121",2,15.04,1.35,f,f
50.0916,Percussion Instruments,2024,15.0,2012,114.3,"27-2042, 25-1121",2,15.04,1.35,f,f
50.0999,"Music, Other",2024,172.0,2012,-40.7,"27-2042, 25-1121, 27-2041",3,13.54,1.12,f,f
50.1001,"Arts, Entertainment, and Media Management, General",2024,268.0,2012,68.6,"11-9199, 25-1121, 13-1011",3,97.07,4.33,t,f
50.1002,Fine and Studio Arts Management,2024,365.0,2012,-22.3,"11-9199, 25-1121, 13-1011",3,97.07,4.33,t,f
50.1003,Music Management,2024,156.0,2012,,"25-1121, 27-2041",2,7.69,1.14,f,f
50.1004,Theatre/Theatre Arts Management,2024,70.0,2012,40.0,"11-9199, 27-2012, 25-1121",3,89.65,4.33,t,f
50.1099,"Arts, Entertainment, and Media Management, Other",2024,146.0,2012,14500.0,"11-9199, 25-1121, 13-1011",3,97.07,4.33,t,f
50.1101,Community/Environmental/Socially-Engaged Art,2024,0.0,2022,-100.0,"25-1121, 27-1013, 27-1019",3,7.23,1.15,f,f
50.9999,"Visual and Performing Arts, Other",2024,206.0,2012,-57.0,25-1121,1,9.00,1.70,f,f
51.0000,"Health Services/Allied Health/Health Sciences, General",2024,902.0,2012,40.1,,0,,,f,f
51.0001,"Health and Wellness, General",2024,395.0,2012,,"21-1091, 21-1094",2,7.85,7.73,f,f
51.0201,"Communication Sciences and Disorders, General",2024,2034.0,2012,10.3,"25-1071, 29-1127, 29-1181",3,21.18,16.18,t,f
51.0202,Audiology/Audiologist,2024,151.0,2012,39.8,"25-1071, 29-1181",2,26.02,16.90,t,f
51.0203,Speech-Language Pathology/Pathologist,2024,5463.0,2012,120.0,"25-1071, 29-1127",2,21.86,16.40,t,f
51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist,2024,2893.0,2012,12.9,"25-1071, 29-1127, 29-1181",3,21.18,16.18,t,f
51.0299,"Communication Disorders Sciences and Services, Other",2024,95.0,2012,-2.1,"25-1071, 29-1127, 29-1181",3,21.18,16.18,t,f
51.0501,"Dental Clinical Sciences, General",2024,278.0,2012,-0.4,"25-1071, 29-1029",2,26.79,16.92,t,f
51.0502,Advanced General Dentistry,2024,27.0,2012,350.0,"25-1071, 29-1021",2,20.13,13.21,t,f
51.0503,Oral Biology and Oral and Maxillofacial Pathology,2024,155.0,2012,109.5,29-1029,1,0.20,0.30,f,f
51.0504,Dental Public Health and Education,2024,16.0,2012,433.3,"25-1071, 21-1091, 29-1029",3,23.11,14.50,t,f
51.0505,Dental Materials,2024,0.0,2012,-100.0,"25-1071, 29-1029",2,26.79,16.92,t,f
51.0506,Endodontics/Endodontology,2024,36.0,2012,33.3,"25-1071, 29-1029",2,26.79,16.92,t,f
51.0507,Oral/Maxillofacial Surgery,2024,1.0,2012,,"25-1071, 29-1022",2,26.84,17.03,t,f
51.0508,Orthodontics/Orthodontology,2024,120.0,2012,44.6,"25-1071, 29-1023",2,26.86,17.04,t,f
51.0509,Pediatric Dentistry/Pedodontics,2024,30.0,2012,36.4,"25-1071, 29-1021",2,20.13,13.21,t,f
51.0510,Periodontics/Periodontology,2024,35.0,2012,-22.2,"25-1071, 29-1029",2,26.79,16.92,t,f
51.0511,Prosthodontics/Prosthodontology,2024,20.0,2012,-41.2,"25-1071, 29-1024",2,27.32,17.26,t,f
51.0512,Digital Dentistry,2024,0.0,2024,,"25-1071, 29-1029",2,26.79,16.92,t,f
51.0599,"Advanced/Graduate Dentistry and Oral Sciences, Other",2024,85.0,2012,80.9,"25-1071, 29-1029",2,26.79,16.92,t,f
51.0601,Dental Assisting/Assistant,2024,0.0,2016,,"31-9091, 25-1071",2,41.90,11.10,t,f
51.0602,Dental Hygiene/Hygienist,2024,104.0,2012,44.4,"25-1071, 29-1292",2,22.15,12.84,t,f
51.0603,Dental Laboratory Technology/Technician,2024,0.0,2012,-100.0,"25-1071, 51-9081",2,24.85,14.92,t,f
51.0699,"Dental Services and Allied Professions, Other",2024,7.0,2012,-12.5,,0,,,f,f
51.0701,Health/Health Care Administration/Management,2024,12880.0,2012,112.9,11-9111,1,62.10,23.20,t,f
51.0702,Hospital and Health Care Facilities Administration/Management,2024,1042.0,2012,26.2,"11-9111, 11-3013, 25-1011",3,47.20,17.75,t,f
51.0704,Health Unit Manager/Ward Supervisor,2024,0.0,2012,-100.0,11-9111,1,62.10,23.20,t,f
51.0705,Medical Office Management/Administration,2024,8.0,2022,700.0,43-1011,1,144.50,-0.30,f,f
51.0706,Health Information/Medical Records Administration/Administrator,2024,523.0,2012,156.4,"11-9111, 29-2072, 29-9021",3,48.27,19.11,t,f
51.0707,Health Information/Medical Records Technology/Technician,2024,30.0,2012,,"29-2072, 29-9021",2,12.25,8.45,t,f
51.0711,Medical/Health Management and Clinical Assistant/Specialist,2024,12.0,2012,100.0,"43-1011, 43-6013, 31-9092",3,120.92,4.11,t,f
51.0714,Medical Insurance Specialist/Medical Biller,2022,0.0,2022,,"43-6013, 31-9099",2,77.73,4.12,f,f
51.0718,Long Term Care Administration/Management,2024,17.0,2012,70.0,11-9111,1,62.10,23.20,t,f
51.0719,Clinical Research Coordinator,2024,132.0,2012,97.0,"11-9199, 11-9111, 11-9033",3,84.54,9.50,t,f
51.0720,Regulatory Science/Affairs,2024,47.0,2021,571.4,"11-9111, 13-1041",2,50.46,15.04,t,f
51.0722,Healthcare Innovation,2024,93.0,2020,,11-9111,1,62.10,23.20,t,f
51.0799,"Health and Medical Administrative Services, Other",2024,515.0,2012,46.7,31-9099,1,14.40,3.50,f,f
51.0801,Medical/Clinical Assistant,2024,0.0,2012,-100.0,"31-9092, 25-1071",2,89.96,13.76,t,f
51.0803,Occupational Therapist Assistant,2019,32.0,2018,6.7,"25-1071, 31-2011",2,24.47,17.58,t,f
51.0806,Physical Therapy Assistant,2024,0.0,2022,,31-2021,1,19.80,22.00,t,f
51.0809,Anesthesiologist Assistant,2024,360.0,2012,287.1,31-9092,1,112.30,12.50,t,f
51.0811,Pathology/Pathologist Assistant,2024,153.0,2012,168.4,29-2055,1,7.00,4.50,f,f
51.0814,Radiologist Assistant,2024,13.0,2012,116.7,"29-2099, 31-9099",2,13.90,4.55,f,f
51.0815,Lactation Consultant,2024,0.0,2021,-100.0,31-9099,1,14.40,3.50,f,f
51.0816,Speech-Language Pathology Assistant,2024,0.0,2021,,31-9099,1,14.40,3.50,f,f
51.0899,"Allied Health and Medical Assisting Services, Other",2024,12.0,2012,-88.2,31-9099,1,14.40,3.50,f,f
51.0901,Cardiovascular Technology/Technologist,2024,31.0,2012,3000.0,"25-1071, 29-2031",2,23.09,14.69,t,f
51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist,2018,0.0,2018,,"25-1071, 29-2099",2,22.13,12.68,t,f
51.0904,Emergency Medical Technology/Technician (EMT Paramedic),2024,14.0,2012,27.3,"25-1071, 29-2042, 29-2043",3,19.19,11.25,t,f
51.0905,Nuclear Medical Technology/Technologist,2024,10.0,2015,,"25-1071, 29-2033",2,25.69,16.38,t,f
51.0906,Perfusion Technology/Perfusionist,2024,151.0,2012,214.6,"25-1071, 29-2031",2,23.09,14.69,t,f
51.0907,Medical Radiologic Technology/Science - Radiation Therapist,2024,94.0,2012,91.8,"25-1071, 29-2034, 29-2099",3,19.11,9.94,t,f
51.0908,Respiratory Care Therapy/Therapist,2024,151.0,2012,694.7,"25-1071, 29-2099, 29-1126",3,19.07,12.55,t,f
51.0909,Surgical Technology/Technologist,2015,32.0,2013,166.7,"25-1071, 29-2055, 29-9093",3,20.41,13.15,t,f
51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,2024,11.0,2012,-8.3,"25-1071, 29-2032",2,22.28,16.28,t,f
51.0911,Radiologic Technology/Science - Radiographer,2024,145.0,2012,119.7,"25-1071, 29-2034",2,21.01,11.57,t,f
51.0912,Physician Assistant,2024,12020.0,2012,121.4,"25-1071, 29-1071",2,21.86,18.42,t,f
51.0913,Athletic Training/Trainer,2024,2008.0,2012,279.6,"25-1071, 29-9091",2,24.78,16.65,t,f
51.0916,Radiation Protection/Health Physics Technician,2024,0.0,2012,-100.0,"25-1071, 29-2099, 19-5012",3,20.94,12.41,t,f
51.0920,Magnetic Resonance Imaging (MRI) Technology/Technician,2024,2.0,2017,-60.0,"25-1071, 29-2035",2,24.12,15.95,t,f
51.0999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other",2024,48.0,2012,220.0,"25-1071, 29-2099",2,22.13,12.68,t,f
51.1001,Blood Bank Technology Specialist,2024,10.0,2013,400.0,25-1071,1,27.40,17.30,t,f
51.1002,Cytotechnology/Cytotechnologist,2024,54.0,2012,800.0,25-1071,1,27.40,17.30,t,f
51.1003,Hematology Technology/Technician,2024,8.0,2012,100.0,25-1071,1,27.40,17.30,t,f
51.1004,Clinical/Medical Laboratory Technician,2024,3.0,2021,,25-1071,1,27.40,17.30,t,f
51.1005,Clinical Laboratory Science/Medical Technology/Technologist,2024,377.0,2012,144.8,25-1071,1,27.40,17.30,t,f
51.1007,Histologic Technology/Histotechnologist,2024,11.0,2012,266.7,25-1071,1,27.40,17.30,t,f
51.1010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist,2024,12.0,2014,,25-1071,1,27.40,17.30,t,f
51.1099,"Clinical/Medical Laboratory Science and Allied Professions, Other",2024,75.0,2012,167.9,25-1071,1,27.40,17.30,t,f
51.1102,Pre-Medicine/Pre-Medical Studies,2024,148.0,2012,150.8,,0,,,f,f
51.1103,Pre-Pharmacy Studies,2013,10.0,2012,,,0,,,f,f
51.1105,Pre-Nursing Studies,2019,0.0,2018,,,0,,,f,f
51.1107,Pre-Occupational Therapy Studies,2024,0.0,2019,-100.0,,0,,,f,f
51.1199,"Health/Medical Preparatory Programs, Other",2024,258.0,2012,448.9,,0,,,f,f
51.1401,Medical Science/Scientist,2024,689.0,2012,86.2,"19-1042, 11-9121, 19-1041",3,8.81,7.18,t,f
51.1402,Clinical and Translational Science,2024,43.0,2020,1333.3,19-1042,1,9.60,8.70,f,f
51.1499,"Medical Clinical Sciences/Graduate Medical Studies, Other",2024,11.0,2022,,19-1042,1,9.60,8.70,f,f
51.1501,Substance Abuse/Addiction Counseling,2024,525.0,2012,11.5,25-1071,1,27.40,17.30,t,f
51.1502,Psychiatric/Mental Health Services Technician,2024,6.0,2012,-64.7,"29-2053, 31-1133",2,13.67,15.71,t,f
51.1503,Clinical/Medical Social Work,2024,2402.0,2012,395.3,"21-1022, 21-1023, 25-1113",3,15.63,8.22,f,f
51.1504,Community Health Services/Liaison/Counseling,2024,356.0,2012,47.7,"21-1091, 21-1094",2,7.85,7.73,f,f
51.1505,Marriage and Family Therapy/Counseling,2024,3976.0,2012,61.0,"21-1013, 25-1066",2,6.21,8.97,f,f
51.1506,Clinical Pastoral Counseling/Patient Counseling,2024,164.0,2012,209.4,"21-2011, 21-2021, 21-1013",3,17.84,3.20,f,f
51.1507,Psychoanalysis and Psychotherapy,2024,3.0,2012,-81.3,19-3033,1,4.80,11.20,f,f
51.1508,Mental Health Counseling/Counselor,2024,9776.0,2012,215.8,,0,,,f,f
51.1509,Genetic Counseling/Counselor,2024,375.0,2012,200.0,29-9092,1,0.30,9.30,f,f
51.1513,Trauma Counseling,2024,4.0,2021,300.0,,0,,,f,f
51.1599,"Mental and Social Health Services and Allied Professions, Other",2024,1290.0,2012,1002.6,,0,,,f,f
51.1899,"Ophthalmic and Optometric Support Services and Allied Professions, Other",2024,14.0,2012,-88.5,,0,,,f,f
51.2001,Pharmacy,2024,27.0,2012,17.4,"11-9111, 29-1051, 25-1071",3,41.07,16.80,t,f
51.2002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs,2024,105.0,2012,-74.5,"11-9111, 25-1071",2,51.01,21.31,t,f
51.2003,Pharmaceutics and Drug Design,2024,239.0,2012,171.6,"25-1071, 19-1042, 19-1021",3,19.62,13.57,t,f
51.2004,Medicinal and Pharmaceutical Chemistry,2024,72.0,2012,33.3,"25-1071, 19-1042, 19-2031",3,18.59,12.69,t,f
51.2005,Natural Products Chemistry and Pharmacognosy,2024,137.0,2012,4466.7,"25-1071, 19-1042",2,20.93,14.17,t,f
51.2006,Clinical and Industrial Drug Development,2024,166.0,2012,16.1,"25-1071, 11-3051, 11-9121",3,20.38,9.21,t,f
51.2007,Pharmacoeconomics/Pharmaceutical Economics,2024,105.0,2012,5150.0,"11-9111, 25-1071, 19-3011",3,50.05,20.93,t,f
51.2008,"Clinical, Hospital, and Managed Care Pharmacy",2024,10.0,2012,66.7,"11-9111, 29-1051, 25-1071",3,41.07,16.80,t,f
51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences,2024,954.0,2012,6260.0,"11-9199, 25-1071, 11-3051",3,82.77,6.15,t,f
51.2010,Pharmaceutical Sciences,2024,487.0,2012,309.2,"25-1071, 19-1042",2,20.93,14.17,t,f
51.2011,Pharmaceutical Marketing and Management,2024,28.0,2012,1300.0,"11-2022, 11-9111, 11-2021",3,50.27,12.11,t,f
51.2099,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",2024,364.0,2012,20.1,25-1071,1,27.40,17.30,t,f
51.2201,"Public Health, General",2024,11934.0,2012,69.4,"11-9111, 25-1071, 21-1091",3,47.84,20.08,t,f
51.2202,Environmental Health,2024,706.0,2012,30.5,"25-1071, 19-1042, 19-5011",3,19.58,13.80,t,f
51.2205,Health/Medical  Physics,2024,201.0,2012,154.4,"25-1071, 19-2012, 25-1054",3,24.14,15.55,t,f
51.2206,Occupational Health and Industrial Hygiene,2024,119.0,2012,17.8,"25-1071, 19-5011, 19-5012",3,22.08,15.28,t,f
51.2207,Public Health Education and Promotion,2024,747.0,2012,-5.1,"25-1071, 21-1091, 21-1094",3,21.13,14.23,t,f
51.2208,Community Health and Preventive Medicine,2024,320.0,2012,160.2,"11-9111, 25-1071, 21-1094",3,48.11,20.64,t,f
51.2209,Maternal and Child Health,2024,52.0,2012,-54.8,"25-1071, 21-1091, 21-1094",3,21.13,14.23,t,f
51.2210,International Public Health/International Health,2024,419.0,2012,3.5,"11-9111, 21-1091",2,56.44,21.25,t,f
51.2211,Health Services Administration,2024,1112.0,2012,51.1,11-9111,1,62.10,23.20,t,f
51.2212,Behavioral Aspects of Health,2024,120.0,2012,2900.0,"25-1071, 21-1091, 21-1094",3,21.13,14.23,t,f
51.2213,Patient Safety and Healthcare Quality,2024,45.0,2020,-18.2,"11-9111, 13-1041, 25-1071",3,45.42,15.53,t,f
51.2299,"Public Health, Other",2024,911.0,2012,7.2,"11-9111, 25-1071",2,51.01,21.31,t,f
51.2300,"Rehabilitation and Therapeutic Professions, General",2024,19.0,2021,,"25-1071, 29-1129",2,23.62,16.36,t,f
