cip2020_code,cip2020_title,latest_year,completions_latest_year,trend_earliest_year,completions_trend_pct,matched_soc_codes,n_socs_used,employment_weighted_openings,employment_weighted_growth_pct,in_bls_top30_flag,already_offered_by_vanderbilt
16.0101,"Foreign Languages and Literatures, General",2024,170.0,2012,-30.3,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0102,Linguistics,2024,499.0,2012,-34.3,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0103,Language Interpretation and Translation,2024,195.0,2012,15.4,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0104,Comparative Literature,2024,122.0,2012,-16.4,25-1123,1,5.10,0.00,f,f
16.0105,Applied Linguistics,2024,98.0,2012,366.7,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0199,"Linguistic, Comparative, and Related Language Studies and Services, Other",2024,22.0,2012,83.3,19-3099,1,3.20,-1.70,f,f
16.0201,"African Languages, Literatures, and Linguistics",2024,1.0,2012,0.0,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0300,"East Asian Languages, Literatures, and Linguistics, General",2024,76.0,2012,-20.8,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0301,Chinese Language and Literature,2024,28.0,2012,-39.1,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0302,Japanese Language and Literature,2024,14.0,2012,-61.1,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0303,Korean Language and Literature,2024,2.0,2012,-75.0,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0399,"East Asian Languages, Literatures, and Linguistics, Other",2024,16.0,2012,-48.4,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0400,"Slavic Languages, Literatures, and Linguistics, General",2024,43.0,2012,-21.8,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0402,Russian Language and Literature,2024,8.0,2012,-52.9,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0499,"Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other",2017,0.0,2012,,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0500,"Germanic Languages, Literatures, and Linguistics, General",2024,12.0,2012,-60.0,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0501,German Language and Literature,2024,64.0,2012,-51.1,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0502,"Scandinavian Languages, Literatures, and Linguistics",2024,3.0,2012,50.0,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0601,Modern Greek Language and Literature,2024,0.0,2012,,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0700,"South Asian Languages, Literatures, and Linguistics, General",2024,1.0,2012,-50.0,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0702,"Sanskrit and Classical Indian Languages, Literatures, and Linguistics",2024,0.0,2017,-100.0,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0799,"South Asian Languages, Literatures, and Linguistics, Other",2024,15.0,2022,,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0801,"Iranian Languages, Literatures, and Linguistics",2024,0.0,2012,,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0900,"Romance Languages, Literatures, and Linguistics, General",2024,77.0,2012,-7.2,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0901,French Language and Literature,2024,178.0,2012,-47.8,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0902,Italian Language and Literature,2024,38.0,2012,-47.2,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0904,Portuguese Language and Literature,2024,10.0,2012,-28.6,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0905,Spanish Language and Literature,2024,576.0,2012,-42.5,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.0908,"Hispanic and Latin American Languages, Literatures, and Linguistics, General",2024,35.0,2012,75.0,"27-3091, 25-1124",2,5.60,1.21,f,f
16.0999,"Romance Languages, Literatures, and Linguistics, Other",2024,20.0,2012,-68.8,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1001,"American Indian/Native American Languages, Literatures, and Linguistics",2024,7.0,2012,75.0,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1100,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General",2024,5.0,2012,-50.0,"27-3091, 25-1124",2,5.60,1.21,f,f
16.1101,Arabic Language and Literature,2024,36.0,2012,350.0,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1102,Hebrew Language and Literature,2024,15.0,2012,-42.3,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1103,"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics",2024,37.0,2012,85.0,"27-3091, 25-1124",2,5.60,1.21,f,f
16.1199,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other",2024,18.0,2012,-64.0,"27-3091, 25-1124",2,5.60,1.21,f,f
16.1200,"Classics and Classical Languages, Literatures, and Linguistics, General",2024,142.0,2012,-39.3,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1202,Ancient/Classical Greek Language and Literature,2024,1.0,2012,-91.7,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1203,Latin Language and Literature,2024,5.0,2012,-72.2,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1299,"Classics and Classical Languages, Literatures, and Linguistics, Other",2024,49.0,2012,250.0,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1301,"Celtic Languages, Literatures, and Linguistics",2024,4.0,2012,300.0,"27-3091, 25-1124",2,5.60,1.21,f,f
16.1409,Hawaiian Language and Literature,2024,6.0,2021,500.0,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1501,Turkish Language and Literature,2024,0.0,2012,,"27-3091, 25-1124",2,5.60,1.21,f,f
16.1601,American Sign Language (ASL),2024,20.0,2012,900.0,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
16.1602,Linguistics of ASL and Other Sign Languages,2024,10.0,2016,25.0,"25-2031, 25-1199, 27-3091",3,55.76,-0.96,f,f
16.1603,Sign Language Interpretation and Translation,2024,70.0,2012,311.8,27-3091,1,6.90,1.70,f,f
16.1701,English as a Second Language,2024,6.0,2020,-73.9,,0,,,f,f
16.9999,"Foreign Languages, Literatures, and Linguistics, Other",2024,23.0,2012,-65.7,"25-2031, 27-3091, 25-1124",3,61.05,-1.36,f,f
19.0101,"Family and Consumer Sciences/Human Sciences, General",2024,202.0,2012,-64.0,"25-2031, 25-9021, 25-1192",3,65.28,-1.60,f,f
19.0201,Business Family and Consumer Sciences/Human Sciences,2024,47.0,2012,840.0,"25-9021, 25-1192",2,0.92,-1.29,f,f
19.0203,Consumer Merchandising/Retailing Management,2024,18.0,2012,260.0,"41-1011, 13-1161, 11-2022",3,97.43,0.69,t,f
19.0401,"Family Resource Management Studies, General",2024,157.0,2012,84.7,"13-2052, 25-9021, 25-1192",3,23.04,9.10,f,f
19.0402,Consumer Economics,2019,0.0,2012,,"25-9021, 25-1192",2,0.92,-1.29,f,f
19.0403,Consumer Services and Advocacy,2024,1.0,2013,,"25-9021, 25-1192",2,0.92,-1.29,f,f
19.0499,"Family and Consumer Economics and Related Services, Other",2024,3.0,2012,0.0,"25-9021, 25-1192",2,0.92,-1.29,f,f
19.0501,"Foods, Nutrition, and Wellness Studies, General",2024,582.0,2012,-2.8,"29-1031, 29-2051, 25-1192",3,5.50,4.70,f,f
19.0504,Human Nutrition,2024,514.0,2012,82.9,"29-1031, 25-1192",2,6.00,5.43,f,f
19.0505,Foodservice Systems Administration/Management,2024,6.0,2012,50.0,"35-1012, 35-2012, 11-9051",3,133.12,5.15,t,f
19.0599,"Foods, Nutrition, and Related Services, Other",2024,38.0,2012,58.3,"29-1031, 25-1192",2,6.00,5.43,f,f
19.0601,"Housing and Human Environments, General",2024,60.0,2012,100.0,"25-9021, 25-1192",2,0.92,-1.29,f,f
19.0604,Facilities Planning and Management,2024,22.0,2012,100.0,"13-1121, 11-3013, 27-1025",3,12.92,4.06,f,f
19.0701,"Human Development and Family Studies, General",2024,566.0,2012,-7.7,25-1192,1,0.20,3.40,f,f
19.0702,Adult Development and Aging,2024,41.0,2012,78.3,"19-3039, 19-3099, 25-1192",3,3.49,1.81,f,f
19.0704,Family Systems,2024,30.0,2012,7.1,"25-9021, 25-1192",2,0.92,-1.29,f,f
19.0706,Child Development,2024,296.0,2012,28.1,"39-9011, 25-2011, 19-3039",3,121.99,-0.23,f,f
19.0707,Family and Community Services,2024,117.0,2012,-60.1,25-9021,1,1.10,-2.50,f,f
19.0708,Child Care and Support Services Management,2024,91.0,2012,102.2,"25-2011, 25-1192",2,65.13,4.10,f,f
19.0709,Child Care Provider/Assistant,2024,32.0,2012,966.7,39-9011,1,160.20,-2.90,f,f
19.0710,Developmental Services Worker,2024,8.0,2015,,"21-1093, 21-1099",2,42.74,6.02,f,f
19.0711,Early Childhood and Family Studies,2024,17.0,2022,466.7,"39-9011, 21-1099, 19-3039",3,137.75,-1.79,f,f
19.0799,"Human Development, Family Studies, and Related Services, Other",2024,125.0,2012,171.7,,0,,,f,f
19.0901,"Apparel and Textiles, General",2024,52.0,2012,-30.7,"25-9021, 25-1192",2,0.92,-1.29,f,f
19.0902,Apparel and Textile Manufacture,2024,6.0,2017,200.0,"27-1022, 25-1192, 51-6092",3,1.91,1.06,f,f
19.0905,Apparel and Textile Marketing Management,2024,16.0,2012,-61.9,"13-1161, 11-2021",2,71.24,6.67,t,f
19.0906,Fashion and Fabric Consultant,2013,0.0,2013,,27-1022,1,2.30,2.00,f,f
19.0999,"Apparel and Textiles, Other",2021,2.0,2012,100.0,,0,,,f,f
19.9999,"Family and Consumer Sciences/Human Sciences, Other",2024,5.0,2012,-85.7,,0,,,f,f
22.0000,Legal Studies,2024,356.0,2012,-1.7,"23-2011, 23-2099",2,35.15,0.03,f,t
22.0001,Pre-Law Studies,2024,42.0,2015,162.5,,0,,,f,f
22.0099,"Non-Professional Legal Studies, Other",2022,0.0,2021,-100.0,,0,,,f,f
22.0201,"Advanced Legal Research/Studies, General",2024,3668.0,2012,180.9,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0202,Programs for Foreign Lawyers,2024,1560.0,2012,93.1,23-1011,1,31.50,4.10,f,f
22.0203,American/U.S. Law/Legal Studies/Jurisprudence,2024,699.0,2012,183.0,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0205,"Banking, Corporate, Finance, and Securities Law",2024,274.0,2012,16.6,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0206,Comparative Law,2024,22.0,2012,-64.5,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0207,"Energy, Environment, and Natural Resources Law",2024,111.0,2012,13.3,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0208,Health Law,2024,301.0,2012,85.8,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0209,International Law and Legal Studies,2024,387.0,2012,16.6,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0210,"International Business, Trade, and Tax Law",2024,288.0,2012,107.2,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0211,Tax Law/Taxation,2024,636.0,2012,-9.7,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0212,Intellectual Property Law,2024,101.0,2012,-15.1,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0213,Patent Law,2024,0.0,2020,-100.0,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0216,Compliance Law,2024,10.0,2021,,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0217,Criminal Law and Procedure,2024,19.0,2021,,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0220,Human Resources Law,2024,95.0,2022,850.0,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0222,Real Estate and Land Development Law,2024,9.0,2020,,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0224,Tribal/Indigenous Law,2024,23.0,2020,109.1,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0299,"Legal Research and Advanced Professional Studies, Other",2024,822.0,2012,44.0,"23-1011, 25-1112",2,30.53,4.04,f,f
22.0301,Legal Administrative Assistant/Secretary,2024,21.0,2014,,43-6012,1,19.60,-5.80,f,f
22.0302,Legal Assistant/Paralegal,2024,102.0,2012,-8.1,"23-2011, 23-2093, 23-2099",3,31.63,0.26,f,f
22.0399,"Legal Support Services, Other",2021,0.0,2012,-100.0,,0,,,f,f
22.9999,"Legal Professions and Studies, Other",2024,1115.0,2012,-16.7,,0,,,f,f
23.0101,"English Language and Literature, General",2024,3663.0,2012,-32.7,"25-2031, 25-1123, 43-9081",3,61.80,-1.49,f,f
23.1301,"Writing, General",2024,79.0,2012,-24.0,"25-1199, 27-3043, 27-3041",3,12.48,2.04,f,f
23.1302,Creative Writing,2024,3274.0,2012,-2.5,"25-1199, 27-3043, 27-3041",3,12.48,2.04,f,f
23.1303,"Professional, Technical, Business, and Scientific Writing",2024,299.0,2012,-10.7,"25-1199, 27-3043, 27-3041",3,12.48,2.04,f,f
23.1304,Rhetoric and Composition,2024,124.0,2012,-64.5,"25-1199, 27-3043, 27-3041",3,12.48,2.04,f,f
23.1399,"Rhetoric and Composition/Writing Studies, Other",2024,17.0,2012,466.7,"27-3043, 27-3041, 25-1123",3,10.26,1.72,f,f
23.1401,General Literature,2024,31.0,2012,82.4,"27-3043, 27-3041, 25-1123",3,10.26,1.72,f,f
23.1402,American Literature (United States),2024,0.0,2012,-100.0,25-1123,1,5.10,0.00,f,f
23.1404,English Literature (British and Commonwealth),2024,67.0,2012,-62.1,25-1123,1,5.10,0.00,f,f
23.1405,Children's and Adolescent Literature,2024,14.0,2016,-54.8,"27-3043, 27-3041, 25-1123",3,10.26,1.72,f,f
23.1499,"Literature, Other",2024,11.0,2012,,"27-3043, 27-3041, 25-1123",3,10.26,1.72,f,f
23.9999,"English Language and Literature/Letters, Other",2024,131.0,2012,-19.6,25-1123,1,5.10,0.00,f,f
24.0101,Liberal Arts and Sciences/Liberal Studies,2024,874.0,2012,-60.0,25-1199,1,13.50,1.80,f,f
24.0102,General Studies,2024,214.0,2012,31.3,25-1199,1,13.50,1.80,f,f
24.0103,Humanities/Humanistic Studies,2024,457.0,2012,-29.0,25-1199,1,13.50,1.80,f,f
24.0199,"Liberal Arts and Sciences, General Studies and Humanities, Other",2024,131.0,2012,-83.8,,0,,,f,f
25.0101,Library and Information Science,2024,5606.0,2012,-22.7,"11-9199, 25-4022, 25-1082",3,97.39,4.23,t,f
25.0102,Children and Youth Library Services,2024,20.0,2016,25.0,"25-4022, 25-1082",2,13.05,1.75,f,f
25.0103,Archives/Archival Administration,2024,121.0,2016,3.4,"11-9199, 25-4011",2,105.97,4.50,t,f
25.9999,"Library Science, Other",2024,135.0,2012,-39.5,,0,,,f,f
26.0101,"Biology/Biological Sciences, General",2024,3727.0,2012,5.9,"25-2031, 11-9121, 19-4021",3,57.82,-0.84,f,f
26.0102,"Biomedical Sciences, General",2024,4033.0,2012,296.6,"19-1042, 19-4021, 25-1042",3,8.59,7.04,f,f
26.0202,Biochemistry,2024,325.0,2012,21.3,"19-1042, 11-9121, 19-4021",3,9.16,6.00,f,f
26.0203,Biophysics,2024,62.0,2012,31.9,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.0204,Molecular Biology,2024,231.0,2012,13.2,"19-1042, 11-9121, 19-4021",3,9.16,6.00,f,f
26.0205,Molecular Biochemistry,2024,75.0,2012,8.7,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.0206,Molecular Biophysics,2024,0.0,2012,-100.0,"11-9121, 25-1042, 19-1021",3,6.54,5.22,f,f
26.0207,Structural Biology,2024,0.0,2012,-100.0,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0209,Radiation Biology/Radiobiology,2024,3.0,2012,-66.7,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0210,Biochemistry and Molecular Biology,2024,170.0,2012,142.9,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0299,"Biochemistry, Biophysics and Molecular Biology, Other",2024,36.0,2012,1100.0,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0301,Botany/Plant Biology,2024,88.0,2012,-7.4,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0305,Plant Pathology/Phytopathology,2024,72.0,2012,7.5,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0307,Plant Physiology,2024,2.0,2012,0.0,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0308,Plant Molecular Biology,2024,1.0,2012,0.0,"19-1029, 19-1013",2,4.04,2.23,f,f
26.0399,"Botany/Plant Biology, Other",2024,15.0,2012,50.0,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0401,Cell/Cellular Biology and Histology,2024,41.0,2012,-12.8,"25-1071, 19-1042, 11-9121",3,18.61,12.22,t,f
26.0403,Anatomy,2024,168.0,2012,63.1,"25-1071, 19-1042, 11-9121",3,18.61,12.22,t,f
26.0404,Developmental Biology and Embryology,2024,8.0,2012,-71.4,"25-1071, 19-1042, 25-1042",3,18.96,13.30,t,f
26.0406,Cell/Cellular and Molecular Biology,2024,310.0,2012,54.2,"19-1042, 11-9121, 19-4021",3,9.16,6.00,f,f
26.0407,Cell Biology and Anatomy,2024,51.0,2012,410.0,"19-1042, 25-1042, 19-1029",3,7.62,6.77,f,f
26.0499,"Cell/Cellular Biology and Anatomical Sciences, Other",2024,82.0,2012,-32.2,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0502,"Microbiology, General",2024,232.0,2012,35.7,"11-9121, 19-4021, 25-1042",3,7.89,4.57,f,f
26.0503,Medical Microbiology and Bacteriology,2024,373.0,2012,176.3,"25-1071, 19-1042, 11-9121",3,18.61,12.22,t,f
26.0504,Virology,2024,1.0,2012,,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.0505,Parasitology,2024,4.0,2012,33.3,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.0507,Immunology,2024,26.0,2012,13.0,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.0508,Microbiology and Immunology,2024,129.0,2012,316.1,"19-1042, 11-9121, 19-4021",3,9.16,6.00,f,f
26.0509,Infectious Disease and Global Health,2024,146.0,2021,1227.3,"11-9111, 19-1042, 19-1029",3,47.51,18.71,t,f
26.0599,"Microbiological Sciences and Immunology, Other",2024,33.0,2012,26.9,"11-9121, 25-1042, 19-1022",3,6.69,4.99,f,f
26.0701,Zoology/Animal Biology,2024,75.0,2012,-43.6,"11-9121, 19-4021, 25-1042",3,7.89,4.57,f,f
26.0702,Entomology,2024,147.0,2012,22.5,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0707,Animal Physiology,2024,14.0,2012,-81.1,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0708,Animal Behavior and Ethology,2024,18.0,2012,260.0,"19-4021, 19-1023",2,7.71,3.16,f,f
26.0709,Wildlife Biology,2024,28.0,2012,180.0,"19-4021, 19-1023",2,7.71,3.16,f,f
26.0799,"Zoology/Animal Biology, Other",2024,22.0,2012,450.0,"11-9121, 25-1042, 19-1023",3,6.73,4.76,f,f
26.0801,"Genetics, General",2024,79.0,2012,16.2,"19-4021, 25-1042, 19-1029",3,6.66,3.99,f,f
26.0802,Molecular Genetics,2024,22.0,2012,22.2,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0804,Animal Genetics,2024,10.0,2012,-52.4,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0805,Plant Genetics,2024,9.0,2012,28.6,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0806,Human/Medical Genetics,2024,267.0,2012,175.3,"19-1042, 25-1042, 29-9092",3,8.26,8.32,f,f
26.0807,Genome Sciences/Genomics,2024,109.0,2012,3533.3,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0899,"Genetics, Other",2024,0.0,2012,-100.0,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.0901,"Physiology, General",2024,572.0,2012,34.0,"19-1042, 25-1042",2,8.40,8.30,f,f
26.0902,Molecular Physiology,2024,3.0,2012,-70.0,"19-1042, 25-1042",2,8.40,8.30,f,f
26.0903,Cell Physiology,2024,18.0,2012,350.0,"19-1042, 25-1042",2,8.40,8.30,f,f
26.0904,Endocrinology,2024,1.0,2012,-66.7,"19-1042, 25-1042",2,8.40,8.30,f,f
26.0905,Reproductive Biology,2024,20.0,2012,300.0,"19-1042, 25-1042",2,8.40,8.30,f,f
26.0907,Cardiovascular Science,2024,48.0,2012,182.4,"19-1042, 25-1042",2,8.40,8.30,f,f
26.0908,Exercise Physiology and Kinesiology,2024,1164.0,2012,462.3,"19-1042, 25-1042, 29-1128",3,7.77,8.41,f,f
26.0909,Vision Science/Physiological Optics,2024,44.0,2012,144.4,"19-1042, 25-1042",2,8.40,8.30,f,f
26.0910,Pathology/Experimental Pathology,2024,118.0,2012,32.6,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.0911,Oncology and Cancer Biology,2024,47.0,2012,46.9,"19-1042, 25-1042",2,8.40,8.30,f,f
26.0912,Aerospace Physiology and Medicine,2024,2.0,2024,,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.0913,Biomechanics,2024,19.0,2020,533.3,"25-1071, 19-1042, 25-1042",3,18.96,13.30,t,f
26.0999,"Physiology, Pathology, and Related Sciences, Other",2024,27.0,2012,107.7,"25-1071, 19-1042",2,20.93,14.17,t,f
26.1001,Pharmacology,2024,211.0,2012,80.3,"25-1071, 19-1042, 11-9121",3,18.61,12.22,t,f
26.1002,Molecular Pharmacology,2024,29.0,2012,262.5,"25-1071, 19-1042",2,20.93,14.17,t,f
26.1003,Neuropharmacology,2024,35.0,2012,169.2,"25-1071, 19-1042",2,20.93,14.17,t,f
26.1004,Toxicology,2024,48.0,2012,9.1,"25-1071, 19-1042, 11-9121",3,18.61,12.22,t,f
26.1005,Molecular Toxicology,2013,0.0,2012,,"25-1071, 19-1042, 19-2041",3,18.87,12.56,t,f
26.1006,Environmental Toxicology,2024,15.0,2012,-55.9,"25-1071, 19-1042, 19-5011",3,19.58,13.80,t,f
26.1007,Pharmacology and Toxicology,2024,160.0,2012,196.3,"25-1071, 19-1042",2,20.93,14.17,t,f
26.1099,"Pharmacology and Toxicology, Other",2024,5.0,2012,,"25-1071, 19-1042",2,20.93,14.17,t,f
26.1101,Biometry/Biometrics,2024,83.0,2012,336.8,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.1102,Biostatistics,2024,1091.0,2012,177.6,"25-1071, 19-1042, 11-9121",3,18.61,12.22,t,f
26.1103,Bioinformatics,2024,749.0,2012,157.4,"15-1299, 15-2051, 19-4021",3,26.58,15.49,t,f
26.1104,Computational Biology,2024,82.0,2012,811.1,"15-1299, 15-2051, 11-9121",3,26.05,15.20,t,f
26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other",2024,47.0,2012,161.1,"15-2051, 11-9121, 25-1042",3,16.81,21.88,t,f
26.1201,Biotechnology,2024,2055.0,2012,81.7,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.1301,Ecology,2024,186.0,2012,-1.6,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.1302,Marine Biology and Biological Oceanography,2024,349.0,2012,91.8,"11-9121, 19-4021, 25-1042",3,7.89,4.57,f,f
26.1303,Evolutionary Biology,2024,29.0,2012,190.0,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.1304,Aquatic Biology/Limnology,2024,9.0,2012,80.0,"19-4021, 25-1042, 19-1029",3,6.66,3.99,f,f
26.1305,Environmental Biology,2024,47.0,2012,-14.5,"25-1042, 19-1029, 19-1031",3,4.64,4.14,f,f
26.1306,Population Biology,2024,4.0,2012,-66.7,"25-1042, 19-1029",2,5.11,4.30,f,f
26.1307,Conservation Biology,2024,238.0,2012,290.2,"25-1042, 19-1029, 19-1031",3,4.64,4.14,f,f
26.1308,Systematic Biology/Biological Systematics,2024,5.0,2013,400.0,"25-1042, 19-1029",2,5.11,4.30,f,f
26.1309,Epidemiology,2024,2195.0,2012,147.2,"25-1071, 19-1042, 19-1041",3,20.40,14.23,t,f
26.1310,Ecology and Evolutionary Biology,2024,71.0,2012,108.8,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.1311,Epidemiology and Biostatistics,2024,91.0,2020,,"25-1071, 11-9121, 19-1029",3,19.95,11.96,t,f
26.1399,"Ecology, Evolution, Systematics and Population Biology, Other",2024,13.0,2012,-38.1,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
26.1401,Molecular Medicine,2024,97.0,2012,1112.5,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.1501,Neuroscience,2024,432.0,2012,200.0,"11-9121, 19-4021, 25-1042",3,7.89,4.57,f,f
26.1502,Neuroanatomy,2017,0.0,2012,,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.1503,Neurobiology and Anatomy,2024,27.0,2012,42.1,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.1504,Neurobiology and Behavior,2024,11.0,2012,-65.6,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.1599,"Neurobiology and Neurosciences, Other",2024,2.0,2012,,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
26.9999,"Biological and Biomedical Sciences, Other",2024,1810.0,2012,97.4,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
27.0101,"Mathematics, General",2024,2233.0,2012,-22.8,"25-2031, 15-2051, 11-9121",3,54.75,4.76,t,f
27.0103,Analysis and Functional Analysis,2024,0.0,2023,-100.0,"11-9121, 25-1022, 15-2021",3,6.92,3.14,f,f
27.0199,"Mathematics, Other",2024,31.0,2012,29.2,"11-9121, 25-1022, 15-2021",3,6.92,3.14,f,f
27.0301,"Applied Mathematics, General",2024,949.0,2012,22.5,"15-2051, 11-9121, 25-1022",3,16.87,21.41,t,f
27.0303,Computational Mathematics,2024,9.0,2012,-62.5,"15-2051, 11-9121, 15-2099",3,18.70,24.33,t,f
27.0304,Computational and Applied Mathematics,2024,377.0,2012,685.4,"15-2051, 11-9121, 25-1022",3,16.87,21.41,t,f
27.0305,Financial Mathematics,2024,4608.0,2012,1575.6,"13-2051, 15-2051, 13-2099",3,21.84,14.32,t,f
27.0306,Mathematical Biology,2018,0.0,2012,-100.0,"15-2051, 11-9121, 19-1029",3,16.78,21.02,t,f
27.0399,"Applied Mathematics, Other",2024,1.0,2012,-99.1,"15-2051, 11-9121, 25-1022",3,16.87,21.41,t,f
27.0501,"Statistics, General",2024,2725.0,2012,49.8,"15-2051, 11-9121, 25-1022",3,16.87,21.41,t,f
27.0502,Mathematical Statistics and Probability,2024,171.0,2012,37.9,"15-2051, 25-1022, 15-2011",3,18.01,26.91,t,f
27.0503,Mathematics and Statistics,2024,549.0,2012,935.8,"15-2051, 11-9121, 25-1022",3,16.87,21.41,t,f
27.0599,"Statistics, Other",2024,115.0,2012,858.3,"11-9121, 25-1022, 15-2011",3,6.23,6.37,t,f
27.0601,"Applied Statistics, General",2024,369.0,2020,183.8,"13-1111, 15-2051, 11-9121",3,78.66,12.69,t,f
27.9999,"Mathematics and Statistics, Other",2024,61.0,2012,27.1,"15-2051, 11-9121, 25-1022",3,16.87,21.41,t,f
29.0201,"Intelligence, General",2024,439.0,2013,,,0,,,f,f
